customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,customer_region_Nordeste,customer_region_Norte,customer_region_Sudeste,customer_region_Sul
50,81,329.58,2,33.78,11,7,4,31.19,3,2,3,4,False,False,False,True
20,72,151.87,2,11.27,9,13,2,32.5,3,1,9,5,True,False,False,False
42,119,487.05,1,2.02,6,3,6,33.21,3,2,9,6,False,False,True,False
48,105,264.11,2,5.37,10,11,3,35.01,3,1,10,7,False,False,False,False
47,110,273.91,5,5.82,3,9,1,43.3,2,2,6,5,False,False,False,True
25,82,872.53,6,74.23,2,14,2,25.57,2,2,3,4,False,False,False,False
32,71,315.43,2,5.95,11,8,0,48.75,3,0,8,1,False,False,True,False
43,33,560.69,4,60.52,6,4,7,70.98,3,2,7,8,False,False,True,False
30,72,220.09,4,27.36,5,8,3,44.67,3,0,2,3,False,False,False,False
40,22,540.24,3,50.89,2,13,3,62.74,2,4,3,10,False,True,False,False
27,10,446.45,3,12.22,1,4,4,19.24,3,2,3,5,False,False,False,False
21,20,364.59,2,24.54,8,3,7,25.51,3,1,6,3,False,False,False,False
54,63,27.48,3,35.83,11,4,2,33.63,2,3,9,8,True,False,False,False
64,74,588.11,5,24.81,2,14,2,20.23,2,2,7,5,True,False,False,False
30,88,831.2,1,143.16,11,2,3,35.4,3,4,10,6,True,False,False,False
52,30,929.76,2,23.52,7,11,3,45.39,2,0,2,1,True,False,False,False
18,70,167.65,6,69.74,11,11,2,58.51,3,1,5,4,True,False,False,False
26,24,313.93,4,33.75,5,12,3,53.5,1,1,4,4,False,False,False,True
58,117,245.35,3,16.57,6,5,3,39.75,1,0,4,4,False,False,True,False
23,14,618.52,6,10.18,1,10,3,35.73,2,2,0,5,False,False,False,True
65,60,761.74,3,75.54,3,11,1,47.38,2,3,9,6,False,False,True,False
48,11,269.88,4,38.62,6,5,3,41.05,1,1,1,4,False,False,True,False
27,80,198.23,4,19.88,6,11,3,62.25,1,1,2,4,False,False,False,True
32,101,513.85,6,7.8,2,6,4,41.98,2,2,4,5,False,False,False,True
21,26,411.6,5,4.05,1,7,2,28.95,3,2,0,4,False,False,True,False
39,92,280.49,4,53.47,11,5,1,19.68,2,1,11,5,True,False,False,False
19,36,232.29,3,16.87,6,13,2,44.73,1,2,0,4,False,False,False,False
61,66,516.25,5,2.78,2,14,2,46.83,3,0,6,1,False,False,True,False
32,90,357.3,3,3.7,10,9,4,42.53,1,0,3,3,False,False,False,False
21,4,63.84,5,9.2,1,9,3,50.19,3,1,3,6,True,False,False,False
51,63,64.87,4,83.33,9,14,1,38.01,3,1,0,3,False,True,False,False
43,88,903.68,5,0.12,11,9,3,30.17,2,3,7,7,False,True,False,False
44,12,136.78,3,9.01,5,6,5,22.33,1,0,10,4,False,False,False,True
48,15,117.97,2,28.35,5,2,3,28.02,2,2,11,6,False,False,False,False
33,63,245.88,5,19.49,5,8,0,50.74,2,2,11,3,False,False,False,True
61,24,344.99,1,16.15,5,12,2,31.62,3,2,5,3,False,True,False,False
64,91,943.87,2,72.92,11,11,2,48.08,3,2,1,6,False,False,True,False
50,19,398.64,1,17.47,1,10,2,40.05,2,2,10,7,True,False,False,False
38,13,825.22,6,40.39,10,10,2,32.84,2,0,11,1,False,False,False,True
44,48,206.81,4,53.71,3,7,1,33.61,3,3,11,7,False,True,False,False
35,2,288.05,4,6.01,2,3,2,51.08,2,3,4,6,False,False,True,False
36,6,164.11,2,18.91,6,8,1,30.45,1,1,11,2,False,False,True,False
38,66,37.84,2,74.94,9,10,3,37.44,3,5,0,11,False,False,False,False
62,62,577.56,5,32.7,2,2,0,49.52,3,4,10,5,False,False,False,True
20,27,327.13,6,33.91,7,13,1,65.46,1,2,9,4,True,False,False,False
66,1,180.06,2,14.57,1,12,4,46.81,1,0,8,3,False,True,False,False
68,19,613.83,3,3.05,2,11,2,40.42,1,1,2,3,False,True,False,False
54,65,254.25,6,38.4,3,2,2,42.91,2,0,6,2,False,False,False,True
37,49,721.41,6,9.43,7,2,2,63.28,1,1,10,4,False,False,True,False
57,82,404.04,2,3.03,4,14,3,37.29,1,0,6,5,True,False,False,False
55,69,279.97,2,27.58,5,3,1,25.79,1,0,3,1,False,False,False,False
34,88,657.32,2,8.93,8,8,1,48.25,3,1,1,3,False,False,False,True
19,20,357.92,6,0.24,10,10,2,45.67,3,1,11,4,False,False,False,True
23,14,523.64,3,2.59,1,10,5,29.8,1,2,1,4,False,False,True,False
41,76,157.4,4,43.98,1,3,1,64.8,2,2,1,5,True,False,False,False
22,79,412.31,1,115.2,7,8,3,20.64,2,1,3,4,True,False,False,False
33,108,385.42,5,13.86,2,2,3,52.49,2,3,2,5,False,False,False,True
65,50,372.11,6,17.22,10,13,3,51.74,3,3,2,6,True,False,False,False
34,18,256.38,4,22.47,6,10,2,3.55,1,2,10,4,False,True,False,False
35,49,732.67,1,105.6,8,11,0,20.81,3,4,3,4,False,False,False,False
32,112,572.3,4,21.25,8,10,4,36.76,2,2,2,5,False,True,False,False
41,101,335.21,3,5.99,10,12,1,34.0,3,2,3,4,False,False,False,True
57,17,314.17,6,121.0,3,8,7,44.65,1,1,1,4,True,False,False,False
37,35,334.58,6,42.75,5,4,1,63.36,3,1,11,2,False,True,False,False
26,104,455.29,6,3.5,6,6,1,41.01,3,2,4,4,False,False,True,False
37,106,1043.22,3,41.61,6,11,2,33.59,2,2,2,4,False,False,False,True
26,13,259.45,5,0.06,11,7,2,20.71,3,2,4,4,False,True,False,False
43,118,233.81,1,2.01,7,8,1,63.41,1,5,4,8,False,False,False,False
28,39,498.08,5,28.99,7,12,3,40.71,1,1,9,3,False,False,True,False
51,40,369.2,4,21.99,6,7,6,41.88,3,3,7,8,False,False,False,False
41,63,497.23,4,8.73,3,9,1,35.14,3,4,4,9,False,True,False,False
69,105,466.79,6,0.55,2,9,3,33.27,2,1,9,3,False,False,True,False
37,61,148.96,6,1.54,9,10,4,25.74,3,1,5,6,False,True,False,False
39,55,211.59,2,40.16,5,4,3,24.0,1,2,0,6,False,False,False,True
63,66,347.38,6,103.33,10,12,1,37.57,3,2,0,3,False,False,True,False
31,80,329.96,3,22.66,2,6,3,44.38,1,1,6,2,False,False,True,False
64,98,452.45,5,27.48,1,13,5,63.25,1,1,6,4,False,False,False,True
33,47,395.12,3,141.22,11,10,2,48.55,3,1,6,4,True,False,False,False
36,53,617.4,1,24.0,11,12,0,47.57,3,2,2,3,False,True,False,False
41,80,244.92,6,0.38,2,7,5,48.26,2,2,8,6,False,False,False,False
50,49,393.82,4,79.57,4,11,3,53.5,3,3,2,7,False,True,False,False
30,36,150.82,1,37.19,4,8,5,34.03,1,1,9,3,False,False,False,True
20,64,616.05,5,12.55,4,4,4,44.19,3,0,0,2,False,False,False,True
42,18,324.46,6,4.05,8,7,1,45.88,2,2,3,4,False,False,True,False
19,64,141.67,3,8.17,7,4,1,22.43,3,1,7,2,False,False,False,True
25,86,726.5,3,4.18,10,12,2,28.34,1,0,10,3,False,True,False,False
37,68,41.29,3,99.62,6,8,3,35.83,3,3,4,6,False,False,True,False
52,5,243.15,4,14.69,9,3,3,49.71,2,1,1,4,True,False,False,False
67,67,250.52,1,26.91,3,5,2,47.18,3,1,1,3,False,False,True,False
22,51,117.19,3,18.67,5,9,2,54.84,2,2,6,4,False,False,False,True
37,18,483.13,5,40.22,7,2,3,38.02,3,2,0,5,False,False,False,False
50,21,916.97,1,55.2,8,3,1,43.57,1,0,11,2,False,False,False,False
32,29,715.62,5,13.69,5,6,3,27.87,3,1,8,3,True,False,False,False
32,102,153.6,2,11.98,3,10,1,37.16,3,1,9,8,False,False,True,False
19,4,198.26,4,19.24,11,6,5,37.36,2,2,7,4,False,False,False,False
69,84,526.69,1,0.11,11,14,2,30.87,2,2,10,5,False,False,False,False
37,8,60.53,1,0.23,10,13,3,25.95,2,0,5,3,False,False,False,True
52,83,1474.92,6,25.22,8,8,1,41.48,2,1,11,2,True,False,False,False
55,14,303.39,6,91.29,2,14,3,36.04,1,1,7,4,False,False,False,True
53,103,839.25,2,56.7,1,3,4,31.87,1,2,11,4,False,True,False,False
61,68,800.1,6,36.41,6,8,0,32.97,3,0,11,0,False,True,False,False
38,111,585.43,3,18.34,11,6,3,44.05,2,0,11,3,True,False,False,False
43,6,156.64,1,31.41,4,12,1,68.18,3,4,0,6,False,False,True,False
19,102,577.58,2,5.21,5,4,0,62.28,3,2,10,6,False,False,False,True
20,85,200.13,4,24.52,11,5,1,54.41,2,0,2,4,False,True,False,False
22,73,482.6,3,38.71,10,13,0,46.71,1,1,4,1,False,False,False,True
30,69,208.33,6,39.45,6,11,1,14.87,1,1,0,4,False,False,False,True
52,92,445.01,5,8.28,1,14,3,4.08,2,0,1,4,False,False,False,False
26,25,317.21,3,4.52,8,8,0,31.63,3,3,4,8,False,False,False,True
37,53,268.01,5,9.27,6,4,3,46.55,1,1,3,3,False,False,True,False
43,79,676.82,4,3.68,11,12,6,43.59,3,1,0,5,False,True,False,False
64,42,370.7,6,28.14,6,3,3,58.91,3,1,9,5,False,False,False,False
28,9,754.71,3,46.16,10,7,0,56.69,1,3,9,4,False,False,False,True
49,65,909.44,2,39.76,2,6,2,28.48,3,3,2,5,False,False,False,False
46,75,1274.7,6,59.31,10,7,3,40.71,1,1,6,3,False,True,False,False
40,96,722.97,6,6.81,6,2,1,9.28,3,0,10,3,True,False,False,False
21,11,469.05,1,15.06,2,4,1,55.83,1,1,0,3,False,False,False,True
59,72,340.91,5,32.07,9,10,3,33.67,2,2,7,5,False,False,False,False
68,107,364.49,6,20.0,11,13,0,24.52,2,0,11,1,False,False,False,True
42,113,550.88,5,1.45,2,13,0,23.52,1,1,11,1,False,False,False,False
22,18,144.01,1,12.94,6,2,2,62.52,3,2,10,4,False,False,False,True
40,95,398.94,2,5.22,7,2,2,67.63,3,0,1,3,False,True,False,False
23,113,445.63,5,65.13,4,5,1,36.83,1,0,5,2,False,False,False,False
32,12,234.09,3,4.68,10,6,5,56.03,3,1,6,3,True,False,False,False
59,54,213.19,2,14.82,8,12,5,21.75,1,0,1,2,False,False,True,False
61,34,311.79,4,2.52,5,2,2,47.08,3,2,3,4,False,False,False,True
45,118,204.15,2,23.56,5,13,4,25.72,3,0,8,3,True,False,False,False
56,36,645.84,1,73.53,6,3,4,45.49,2,4,10,7,True,False,False,False
47,50,457.36,1,34.52,1,2,3,33.89,1,1,2,3,False,True,False,False
31,9,208.58,2,46.14,11,4,1,47.53,1,1,3,4,True,False,False,False
53,31,685.38,2,17.01,10,7,2,39.49,2,1,6,6,False,False,False,True
20,88,391.66,4,22.93,1,12,2,25.72,2,1,11,4,False,False,False,False
59,117,155.44,5,39.09,11,3,5,43.63,3,0,5,4,False,False,False,False
49,53,1009.83,3,8.92,5,4,2,55.15,3,0,7,1,False,False,False,True
57,116,149.04,3,5.27,10,11,0,24.78,2,0,11,2,True,False,False,False
45,75,482.15,2,37.46,4,12,5,21.47,2,4,6,7,False,True,False,False
65,21,483.04,1,28.08,1,12,3,44.76,2,1,10,4,False,False,False,True
53,37,460.87,1,4.18,7,10,3,28.28,3,0,7,3,False,True,False,False
23,67,290.32,1,15.3,6,11,5,32.97,3,0,0,4,False,False,False,True
58,113,272.71,1,29.73,2,6,3,58.5,2,2,2,4,False,True,False,False
31,57,326.43,2,26.4,5,7,3,45.24,3,0,1,4,True,False,False,False
52,27,181.23,1,19.73,3,9,4,28.6,2,0,6,3,False,False,False,False
45,60,138.4,4,7.14,11,8,2,34.64,1,0,7,1,True,False,False,False
23,92,347.47,1,67.31,4,5,1,54.28,3,0,3,2,False,False,False,True
38,71,479.29,3,16.0,6,14,1,45.69,3,0,10,3,False,False,False,True
55,86,154.35,4,125.36,5,9,2,35.03,3,2,0,4,False,False,False,False
31,91,1080.61,2,33.49,5,5,1,50.62,2,1,7,4,False,False,True,False
18,60,391.99,6,17.51,10,12,2,21.15,3,3,11,5,False,False,True,False
64,13,105.79,3,6.31,2,7,3,32.38,2,3,7,5,False,True,False,False
51,78,119.92,4,14.06,5,12,0,22.23,1,2,5,3,False,True,False,False
60,66,457.41,2,13.06,1,12,1,43.19,1,0,5,3,False,False,False,False
67,111,92.17,3,28.32,2,9,2,28.15,3,1,8,2,False,False,True,False
25,23,338.87,3,12.58,8,13,2,20.36,2,1,2,3,False,False,False,True
66,23,526.92,4,1.39,10,2,2,41.45,3,1,6,4,False,False,False,True
56,36,133.98,1,52.6,11,12,0,55.25,2,0,6,1,False,False,False,True
53,51,660.23,2,6.6,11,6,1,21.48,3,2,2,3,False,False,False,True
69,92,288.89,6,39.13,9,10,0,48.12,3,3,9,5,False,False,True,False
20,64,214.06,3,29.29,10,2,4,32.05,2,3,11,7,False,True,False,False
64,87,736.79,3,29.54,2,12,2,19.19,2,0,0,1,False,False,True,False
62,71,441.62,6,4.1,7,11,5,17.16,1,3,11,7,False,False,False,True
60,63,51.73,3,8.82,4,8,3,38.05,1,3,0,7,False,False,True,False
68,23,266.94,2,26.84,7,6,2,41.4,1,1,10,4,True,False,False,False
38,48,475.43,2,45.52,2,6,2,32.2,2,0,4,2,False,True,False,False
46,22,748.2,3,63.62,4,7,4,27.94,3,2,3,6,False,False,True,False
29,100,605.59,4,3.03,10,5,0,39.59,1,0,2,0,False,True,False,False
30,13,228.76,3,26.71,7,5,0,44.83,2,1,6,2,False,True,False,False
64,37,26.05,5,11.62,3,3,2,47.26,3,2,5,4,True,False,False,False
20,44,352.13,1,98.54,3,3,2,21.14,3,0,0,2,False,False,False,False
34,22,178.84,3,1.27,6,2,2,58.77,2,1,1,3,False,True,False,False
20,74,278.49,6,26.36,9,2,3,49.74,1,2,2,4,True,False,False,False
62,102,246.26,6,104.4,9,4,1,32.01,1,2,2,5,False,False,False,True
33,58,274.14,5,12.82,4,14,2,40.75,1,0,2,3,False,False,True,False
43,51,402.62,5,1.3,1,7,0,64.08,1,1,7,2,False,False,False,False
47,5,678.12,4,42.24,7,10,2,27.72,1,0,10,3,False,False,True,False
32,22,273.73,2,72.29,11,3,0,23.09,1,4,3,6,False,False,True,False
19,114,153.61,3,32.96,8,4,1,42.81,3,0,1,3,True,False,False,False
32,56,845.59,1,19.17,8,11,3,46.97,2,0,6,2,True,False,False,False
39,11,608.13,3,39.51,9,13,4,36.14,2,2,11,4,True,False,False,False
48,5,33.29,3,41.89,2,12,3,29.92,2,0,2,2,False,False,False,True
68,18,78.13,1,60.98,7,7,3,22.33,2,3,7,5,False,True,False,False
52,22,721.52,4,111.71,1,3,1,16.65,1,0,8,4,True,False,False,False
24,17,167.06,2,46.01,6,6,3,17.57,1,0,9,1,True,False,False,False
47,28,352.41,2,17.58,6,5,5,21.67,2,3,2,5,True,False,False,False
63,90,1208.05,6,23.0,4,12,1,30.72,3,1,5,2,False,True,False,False
38,8,702.2,3,4.21,6,5,1,38.38,2,2,2,7,False,False,False,True
24,11,128.93,5,23.99,1,3,3,39.89,2,0,8,2,True,False,False,False
61,59,382.29,5,20.05,1,5,1,23.56,1,0,7,3,False,False,True,False
48,90,417.17,2,17.56,1,4,2,39.14,2,0,1,1,False,False,False,False
55,93,101.09,6,20.13,1,12,3,33.4,3,2,4,7,True,False,False,False
27,26,325.48,3,24.44,6,10,1,22.93,1,0,11,2,False,True,False,False
35,78,459.2,5,14.92,6,6,5,49.8,2,1,2,4,False,False,False,True
53,52,339.06,3,35.84,3,8,1,42.91,1,2,7,4,True,False,False,False
44,99,787.5,4,3.77,8,2,2,39.53,1,2,9,6,False,False,True,False
33,88,1541.74,3,30.64,6,3,0,31.42,1,0,9,2,False,False,False,False
69,96,262.47,1,28.2,5,2,2,31.43,2,1,3,3,False,False,False,True
20,64,1308.05,6,12.29,3,9,1,34.8,2,2,3,5,False,False,False,True
38,70,449.7,1,62.82,4,10,4,27.9,3,4,9,8,False,False,False,False
63,94,381.75,3,16.7,6,12,4,27.78,1,4,2,7,False,False,False,True
38,101,592.09,1,69.36,1,6,1,38.76,3,3,11,5,False,False,False,False
55,8,136.63,6,10.21,10,13,7,39.27,1,2,7,6,False,False,True,False
47,18,463.71,3,9.89,4,5,0,17.21,3,1,7,3,True,False,False,False
52,21,764.43,3,4.78,3,3,4,52.18,2,0,0,2,False,False,False,True
31,5,810.91,2,75.7,10,13,2,39.18,3,1,1,4,True,False,False,False
57,24,96.86,2,16.05,2,10,1,7.14,1,0,3,2,False,True,False,False
18,72,89.59,1,18.17,1,11,0,43.19,3,1,8,4,False,False,True,False
27,52,53.36,1,28.02,5,10,1,43.76,3,1,1,2,False,False,False,True
40,38,553.67,6,22.68,9,14,5,50.23,1,1,4,5,False,False,True,False
61,12,490.26,1,9.6,3,12,3,42.48,3,1,7,5,True,False,False,False
48,29,726.05,1,73.56,10,13,1,38.31,2,3,10,5,False,True,False,False
66,40,606.22,5,13.73,3,6,2,33.7,3,0,8,2,False,False,True,False
38,85,453.73,4,8.69,1,6,5,15.44,2,1,8,6,False,False,True,False
42,22,289.0,1,41.56,6,5,0,42.19,3,1,4,1,False,False,True,False
47,37,245.24,6,12.29,8,3,3,31.88,2,0,8,3,False,False,True,False
21,67,577.2,2,52.92,4,4,3,32.63,3,2,10,6,False,True,False,False
20,80,602.13,5,2.9,11,4,2,25.08,1,0,1,3,False,False,False,False
66,22,209.52,3,12.53,6,4,1,31.18,3,0,3,3,False,False,False,False
48,77,451.14,3,26.16,6,13,1,45.59,1,1,5,2,False,False,True,False
27,43,156.31,1,1.38,9,12,3,25.65,1,1,2,6,False,False,False,True
40,34,326.11,4,3.28,4,4,2,58.28,2,1,2,2,True,False,False,False
34,74,1154.76,5,77.65,8,4,0,58.9,1,1,2,1,False,True,False,False
36,46,277.89,5,32.12,8,10,5,22.46,1,2,3,5,True,False,False,False
23,25,1511.97,3,40.03,9,4,2,22.27,2,2,2,6,False,False,True,False
48,71,319.82,3,0.1,2,8,7,27.94,1,1,0,3,False,False,False,True
44,78,320.42,4,15.74,11,6,2,35.84,2,0,1,2,False,False,True,False
45,112,300.88,2,28.88,11,7,4,39.72,2,1,0,3,False,False,True,False
23,91,358.56,3,3.13,9,8,1,40.58,1,0,11,2,True,False,False,False
41,69,162.27,2,57.98,8,2,2,27.13,3,1,5,3,False,True,False,False
54,3,1146.7,5,36.39,6,11,1,23.64,2,4,7,6,True,False,False,False
43,61,258.17,3,3.17,4,6,0,42.37,2,1,11,1,False,False,False,False
65,104,235.09,3,0.25,3,10,2,40.49,2,0,8,4,False,True,False,False
44,53,855.72,5,95.94,6,6,1,35.42,3,2,9,4,True,False,False,False
25,56,242.39,6,11.38,10,11,1,30.44,2,0,0,3,False,False,False,True
32,31,208.36,4,15.1,5,4,0,45.32,2,1,10,1,False,False,False,False
49,81,225.68,3,25.41,8,10,2,63.8,1,5,2,7,False,False,False,True
45,118,443.74,5,33.18,5,14,4,38.0,1,1,9,4,False,False,False,False
34,45,209.19,3,1.25,9,12,0,45.8,2,3,4,5,True,False,False,False
29,98,278.99,4,22.39,5,4,0,33.53,2,0,9,3,False,True,False,False
48,116,454.45,1,15.58,8,8,3,32.91,2,2,5,5,False,False,False,False
50,81,578.34,3,28.67,5,2,0,38.37,1,0,2,0,False,False,False,True
47,44,1284.29,6,2.89,3,7,3,43.24,3,0,10,2,False,False,False,True
35,102,129.35,3,31.88,7,13,1,52.4,2,0,4,4,False,False,False,False
59,30,483.04,1,21.94,9,7,2,28.0,1,0,5,2,True,False,False,False
59,64,609.0,2,31.27,7,2,1,35.11,2,2,6,5,True,False,False,False
28,21,644.59,5,48.61,7,9,0,22.86,2,1,8,1,False,False,False,True
50,28,616.17,2,23.0,8,4,2,52.94,3,0,7,6,False,False,False,False
22,115,558.16,3,30.92,1,5,2,28.02,3,1,11,4,False,False,False,False
66,75,281.48,3,32.89,10,12,2,50.8,2,2,1,4,False,False,False,False
38,110,844.24,6,18.37,3,4,1,39.89,1,2,4,4,False,False,False,False
31,113,73.61,4,29.85,3,3,3,43.21,3,1,2,3,False,False,False,False
66,95,1466.72,1,40.2,7,10,2,21.03,2,3,0,4,False,False,False,True
44,3,296.05,5,29.13,11,2,3,36.82,3,1,7,3,False,True,False,False
65,95,219.11,3,27.38,5,9,1,20.5,2,0,8,5,False,False,False,False
22,32,192.77,6,27.24,11,11,2,31.48,3,4,1,6,False,False,True,False
58,108,416.01,3,14.85,6,14,1,30.09,1,0,7,1,False,False,False,True
53,104,678.18,4,28.51,5,9,2,35.02,2,1,10,4,False,True,False,False
65,70,150.48,4,54.59,5,12,0,50.12,1,1,2,2,False,False,False,True
20,89,267.76,4,4.56,6,11,1,48.31,3,2,9,7,False,False,False,True
43,109,324.93,6,0.36,11,10,4,11.57,1,1,0,4,False,True,False,False
67,41,419.18,4,69.44,5,2,0,27.62,3,1,3,4,False,True,False,False
42,111,753.74,1,11.66,10,11,1,37.08,2,5,8,7,False,False,False,True
50,113,220.81,3,30.73,6,7,3,45.96,1,1,4,3,False,False,True,False
24,114,419.75,1,29.56,10,8,4,30.72,1,4,3,7,False,False,False,False
21,51,181.12,4,22.57,3,14,0,37.45,2,2,9,6,False,True,False,False
66,45,573.33,3,50.66,5,10,2,28.71,2,3,8,8,False,True,False,False
23,95,372.87,5,64.61,7,3,5,52.56,1,0,8,2,False,False,False,True
55,4,714.48,4,29.19,1,7,1,70.64,2,1,0,3,False,True,False,False
63,119,802.83,6,57.08,5,8,3,46.14,3,0,11,2,False,True,False,False
26,70,647.05,3,27.03,4,3,2,31.69,3,0,0,3,False,False,False,False
51,26,438.42,4,58.04,10,9,3,29.39,1,0,1,4,False,True,False,False
44,9,273.49,5,5.72,9,9,2,31.93,1,1,3,5,False,False,False,False
26,3,255.95,4,58.47,5,12,2,38.37,3,1,4,4,False,False,True,False
64,96,841.75,6,73.2,4,13,2,20.65,2,1,0,4,True,False,False,False
44,29,397.87,4,16.18,1,6,3,34.26,2,1,3,5,False,False,False,True
41,82,1273.41,3,0.27,4,2,5,17.28,2,0,2,3,False,False,True,False
49,80,886.39,6,47.78,4,3,1,13.6,1,0,6,2,False,False,False,True
55,67,424.12,1,34.38,4,13,3,41.34,3,0,0,1,True,False,False,False
62,5,330.11,4,9.23,9,3,3,41.56,1,3,10,5,False,False,False,False
55,79,110.88,2,91.27,1,14,1,45.45,2,1,4,4,False,False,True,False
38,9,767.45,1,18.13,1,12,3,11.67,1,4,4,8,False,False,True,False
38,24,483.15,1,10.94,9,13,3,42.59,3,2,3,4,False,False,False,False
38,112,697.48,3,25.55,6,14,2,16.68,1,2,11,4,False,False,False,True
54,34,348.1,1,26.64,5,4,4,31.63,2,2,10,6,False,False,True,False
32,76,787.12,6,98.23,10,10,1,31.21,2,1,5,4,False,False,False,False
54,112,1247.83,2,5.25,4,13,0,32.55,2,1,4,1,False,True,False,False
32,71,350.01,2,14.61,9,6,2,35.32,1,2,9,4,True,False,False,False
68,108,318.46,4,57.31,2,5,4,17.35,3,3,5,6,False,False,False,False
53,101,471.9,5,15.14,2,8,1,34.83,2,2,7,4,True,False,False,False
23,3,239.37,4,42.56,10,12,0,35.2,3,2,10,4,False,False,False,True
48,80,234.17,1,42.49,11,5,1,40.51,3,1,7,2,False,True,False,False
24,118,123.01,5,73.36,9,14,2,42.62,2,0,5,3,True,False,False,False
60,108,147.51,3,15.49,2,11,4,55.97,2,1,3,4,False,False,False,True
18,109,969.8,5,0.36,10,14,1,43.69,3,2,2,3,True,False,False,False
44,67,237.97,4,8.39,6,14,3,30.49,2,1,2,5,False,False,False,False
27,86,192.11,6,1.73,9,12,3,18.17,3,1,8,3,False,False,False,True
56,98,1265.74,6,14.08,9,3,3,43.12,1,1,1,4,False,False,False,False
61,93,370.87,5,86.64,9,14,2,49.0,1,0,9,3,True,False,False,False
25,98,547.68,2,8.1,4,13,2,52.91,3,2,8,4,False,True,False,False
66,86,379.89,5,0.12,4,14,0,47.8,1,1,10,1,True,False,False,False
54,97,676.14,1,2.96,1,6,4,32.27,3,0,1,2,False,False,False,True
32,19,810.51,3,22.57,9,9,1,50.4,3,2,3,8,False,False,False,True
32,26,555.84,2,28.78,1,13,3,40.1,3,0,3,3,False,False,False,False
49,116,626.83,3,15.11,10,9,5,50.74,2,2,10,7,False,False,False,False
60,62,617.66,5,93.43,3,10,3,38.85,3,3,1,6,False,False,True,False
56,103,467.14,4,23.81,5,12,2,38.45,3,1,9,5,False,True,False,False
69,96,270.6,3,14.26,6,12,2,21.52,1,6,10,8,True,False,False,False
54,1,206.34,1,57.21,7,14,5,11.93,3,3,10,7,False,False,False,False
39,108,457.63,5,29.86,9,4,3,46.68,1,3,6,5,False,True,False,False
67,105,986.92,2,52.37,3,12,3,44.15,2,1,3,5,False,False,False,False
64,3,1204.83,6,0.94,10,4,3,25.72,2,1,3,4,False,True,False,False
36,66,308.59,6,13.33,5,5,5,41.98,3,0,7,4,False,True,False,False
67,86,480.97,4,4.51,8,13,0,11.72,2,2,3,3,False,False,True,False
32,117,561.91,5,53.76,7,4,2,36.97,3,1,4,3,True,False,False,False
45,5,470.48,2,3.25,4,12,1,46.78,3,0,10,2,True,False,False,False
53,68,350.52,1,11.39,4,2,2,48.5,3,3,8,5,False,False,True,False
21,60,168.34,1,8.97,8,6,3,14.34,1,1,1,2,False,False,False,True
63,29,640.32,1,3.91,5,9,3,46.03,1,0,0,5,True,False,False,False
28,79,126.99,2,35.53,6,7,2,38.78,3,2,8,4,False,False,False,True
21,73,493.06,3,43.42,6,7,2,35.2,3,1,8,3,False,True,False,False
65,9,233.43,1,31.45,10,13,1,44.21,1,2,0,3,False,False,True,False
20,60,179.58,1,76.07,5,3,2,34.17,3,3,8,5,False,True,False,False
32,77,421.44,1,4.7,10,13,0,39.67,1,1,5,1,False,False,False,False
36,39,677.21,1,23.64,2,10,3,45.25,1,1,11,3,True,False,False,False
39,35,101.28,6,5.3,7,7,0,35.49,2,2,7,4,False,True,False,False
36,110,641.73,1,18.47,4,8,1,51.01,3,4,11,6,False,False,True,False
29,74,281.99,3,75.82,1,7,5,43.62,3,0,2,2,False,False,True,False
67,64,584.77,6,22.12,7,8,1,35.37,1,0,11,3,False,True,False,False
58,23,119.67,5,14.85,3,12,2,49.21,2,4,5,7,True,False,False,False
48,65,452.56,2,16.88,5,13,3,46.51,2,2,7,4,False,False,False,False
31,50,274.62,6,24.86,4,3,2,47.91,2,1,1,4,False,False,True,False
65,51,269.6,6,12.18,1,5,2,34.11,2,1,9,3,True,False,False,False
32,9,831.15,1,101.46,4,9,2,33.09,2,2,5,4,False,False,False,True
66,34,449.07,2,58.09,7,6,1,39.71,2,0,8,4,False,False,False,True
35,65,295.55,5,12.3,2,9,0,32.61,3,1,4,1,True,False,False,False
60,3,98.9,5,36.1,6,12,1,35.82,3,0,7,3,False,False,False,True
48,12,301.48,2,9.62,8,11,0,15.01,3,2,9,4,False,True,False,False
63,91,383.5,3,9.87,9,9,2,15.24,2,1,2,5,False,False,False,False
54,118,326.96,2,62.97,6,8,2,16.28,3,2,7,5,False,True,False,False
55,52,221.74,1,22.1,3,8,3,51.03,2,1,4,3,False,False,True,False
32,46,150.41,6,0.05,10,6,3,24.36,1,0,3,4,False,True,False,False
31,70,220.47,5,5.68,5,13,1,50.32,1,0,0,2,False,False,True,False
36,23,403.06,5,60.79,11,9,3,55.27,1,4,4,6,False,False,False,True
58,4,490.48,5,37.29,6,14,2,20.27,3,4,7,8,False,False,False,False
42,85,239.77,5,65.11,10,4,2,44.37,1,1,3,4,False,False,False,False
32,103,398.44,4,27.76,7,7,2,55.79,2,1,8,5,True,False,False,False
46,48,485.88,3,19.33,10,10,3,36.9,2,2,10,5,False,False,False,True
54,115,1579.63,6,28.0,1,6,5,30.94,3,3,9,5,False,False,False,False
